name,date,lsp_name,lsp_type,orbit,location,pad_name,Latitude,Longitude,location_launch_attempt_count,pad_launch_attempt_count,agency_launch_attempt_count,location_launch_attempt_count_year,pad_launch_attempt_count_year,agency_launch_attempt_count_year,image,landing,mission_type
Falcon 9 Full Thrust | SpX CRS-8,2016-04-08,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,740,76,28,4,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Resupply
Long March 2D | Shijian 10,2016-04-05,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,83,41,172,1,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
New Shepard | NS-4,2016-04-02,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,4,4,4,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Test Flight
Soyuz 2.1a | Progress MS-02 (63P),2016-03-31,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1467,368,255,5,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Long March 3A | Beidou No. 22,2016-03-29,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,96,32,171,3,1,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203a_image_20190222031143.png,,
Soyuz 2.1a | Bars-M No. 2 (Kosmos 2515),2016-03-24,Russian Space Forces,Government,,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1613,286,90,3,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,
Atlas V 401 | Cygnus CRS OA-6 (S.S. Rick Husband),2016-03-23,United Launch Alliance,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,739,78,107,3,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Resupply
Soyuz FG | Soyuz TMA-20M,2016-03-18,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1466,471,254,4,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_image_20190717035537.jpg,,Human Exploration
Proton-M Briz-M | ExoMars Trace Gas Orbiter & EDM Schiaparelli lander,2016-03-14,Khrunichev State Research and Production Space Center,Government,Helio-N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",200/39 (200L),46.039984,63.032093,1465,159,177,3,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Planetary Science
Soyuz 2.1b | Resurs-P No.3,2016-03-13,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1464,367,253,2,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b_image_20230802085331.jpg,,Earth Science
PSLV XL | IRNSS-1F,2016-03-10,Indian Space Research Organization,Government,GTO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,52,33,48,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Navigation
Ariane 5 ECA | Eutelsat 65 West A,2016-03-09,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,257,85,242,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Falcon 9 Full Thrust | SES-9,2016-03-04,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,738,75,27,2,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,OCISLY,Communications
H-IIA 202 | Astro-H (Hitomi),2016-02-17,Mitsubishi Heavy Industries,Commercial,LEO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,66,37,28,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia2520202_image_20190222031201.jpeg,,Astrophysics
Rokot / Briz-KM | Sentinel-3A,2016-02-16,Eurockot Launch Services,Commercial,SSO,"Plesetsk Cosmodrome, Russian Federation",133/3 (133L),62.886999,40.846984,1612,153,12,2,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/rokot25202f2520briz-km_image_20190224012237.jpeg,,Earth Science
"Delta IV M+(5,2) | NROL-45 (Topaz-4) (USA-267)",2016-02-10,United Launch Alliance,Commercial,SSO,"Vandenberg SFB, CA, USA",Space Launch Complex 6,34.5815,-120.6262,664,10,106,2,1,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/delta2520iv2520m252b25285252c22529_image_20190222031108.jpeg,,Government/Top Secret
Unha | Kwangmyongsong-4,2016-02-07,National Aerospace Development Administration,Government,SSO,"Sohae Satellite Launching Station,  Cholsan County, North Pyongan Province, Democratic People's Republic of Korea",Unha Launch Pad,39.660065,124.705366,3,3,1,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/unha_image_20190222030930.jpeg,,Government/Top Secret
Soyuz-2.1b/Fregat | Glonass-M (Kosmos 2514),2016-02-07,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1611,285,89,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085343.jpg,,Navigation
Atlas V 401 | GPS IIF-12 (USA-266),2016-02-05,United Launch Alliance,Commercial,MEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,737,77,105,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Navigation
Long March 3C / YZ-1 | Beidou M3-S,2016-02-01,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,95,64,170,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203c25202f2520yz-1_image_20190222030929.jpeg,,
Proton-M Briz-M | Eutelsat 9B,2016-01-29,International Launch Services,Commercial,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1463,470,37,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Communications
Ariane 5 ECA | Intelsat 29e,2016-01-27,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,256,84,241,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
New Shepard | NS-3,2016-01-22,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,3,3,3,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Test Flight
PSLV XL | IRNSS-1E,2016-01-20,Indian Space Research Organization,Government,GSTO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,51,32,47,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,Navigation
Falcon 9 v1.1 | Jason-3,2016-01-17,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,663,70,26,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520v1.1_image_20190222030927.jpeg,JRTI,Earth Science
Long March 3B/E | BELINTERSAT-1,2016-01-15,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,94,63,169,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,Communications
Long March 3B/E | Gaofen 4,2015-12-28,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,93,62,168,9,5,19,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,Earth Science
Proton-M Briz-M | Ekspress AMU1 / (EUTELSAT 36C),2015-12-24,Khrunichev State Research and Production Space Center,Government,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",81/24 (81P),46.071001,62.984999,1462,83,176,18,3,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Communications
Falcon 9 Full Thrust | Orbcomm OG2 Mission 2,2015-12-22,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,736,74,25,17,7,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon252092520full2520thrust_image_20190222031117.jpeg,LZ-1,Communications
Soyuz 2.1a | Progress MS (62P),2015-12-21,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1461,366,252,17,2,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Soyuz STB/Fregat | Galileo FOC-7 & Galileo FOC-8,2015-12-17,Arianespace,Commercial,MEO,"Kourou, French Guiana",Soyuz Launch Complex,5.3019,-52.8346,255,13,240,12,3,12,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_stb_image_20211130181029.jpeg,,Communications
Long March 2D | DAMPE ( Wukong/Monkey King ),2015-12-17,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,82,40,167,5,4,18,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Astrophysics
PSLV-CA | TeLEOS-1,2015-12-16,Antrix Corporation Limited,Commercial,LEO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,50,31,4,5,4,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20230730102956.jpeg,,Earth Science
Soyuz FG | Soyuz TMA-19M,2015-12-15,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1460,469,251,16,7,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_image_20190717035537.jpg,,Human Exploration
Proton-M Briz-M | Garpun No. 12L (Kosmos-2513),2015-12-13,Khrunichev State Research and Production Space Center,Government,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",81/24 (81P),46.071001,62.984999,1459,82,175,15,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Government/Top Secret
Zenit-3F | Elektro-L No.2,2015-12-11,Russian Federal Space Agency (ROSCOSMOS),Government,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",45/1,45.943492,63.653014,1458,45,250,14,1,8,,,Earth Science
Long March 3B/E | ChinaSat-1C,2015-12-09,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,92,31,166,8,4,17,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,
Atlas V 401 | Cygnus CRS Orb-4 (S.S. Deke Slayton II),2015-12-06,United Launch Alliance,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,735,76,104,16,8,12,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Resupply
Vega | LISA Pathfinder,2015-12-03,Arianespace,Commercial,L1-point,"Kourou, French Guiana",Ariane Launch Area 1,5.236,-52.775,254,32,239,11,3,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/vega_image_20201111143622.jpeg,,Astrophysics
Long March 4C | Yaogan-29,2015-11-26,China Aerospace Science and Technology Corporation,Government,,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,60,25,165,5,4,16,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_4c_image_20230801172338.jpeg,,
H-IIA 204 | Telstar 12 VANTAGE,2015-11-24,Mitsubishi Heavy Industries,Commercial,GTO,"Tanegashima Space Center, Japan",Yoshinobu Launch Complex LP-1,30.400813,130.977748,65,36,27,4,3,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/h-iia_image_20190222031043.jpeg,,Communications
New Shepard | NS-2,2015-11-23,Blue Origin,Commercial,Sub,"Corn Ranch, Van Horn, TX, USA",West Texas Suborbital Launch Site/ Corn Ranch,31.422878,-104.757121,2,2,2,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/new2520shepard_image_20190207032624.jpeg,CR,Test Flight
Long March 3B/E | LaoSat-1,2015-11-20,China Aerospace Science and Technology Corporation,Government,GTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,91,30,164,7,3,15,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,Communications
Soyuz-2.1b/Fregat | EKS (Tundra) (Kosmos 2510),2015-11-17,Russian Space Forces,Government,Elliptical,"Plesetsk Cosmodrome, Russian Federation",43/4 (43R),62.92883,40.457098,1609,283,87,6,4,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085343.jpg,,Government/Top Secret
Ariane 5 ECA | Arabsat 6B & GSAT-15,2015-11-10,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,253,83,238,10,6,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Long March 4B | Yaogan-28,2015-11-08,China Aerospace Science and Technology Corporation,Government,,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,59,24,163,4,3,14,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25204_image_20190430065008.jpg,,
Long March 3B/E | Zhongxing-2C (Chinasat-2C),2015-11-03,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,90,29,162,6,2,13,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,
Atlas V 401 | GPS IIF-11 (USA-265),2015-10-31,United Launch Alliance,Commercial,MEO,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,734,75,103,15,7,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Navigation
Long March 2D | Tianhui-1C,2015-10-26,China Aerospace Science and Technology Corporation,Government,,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,81,39,161,4,3,12,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,
Proton-M/Briz-M | Türksat 4B,2015-10-16,International Launch Services,Commercial,GTO,"Baikonur Cosmodrome, Republic of Kazakhstan",200/39 (200L),46.039984,63.032093,1457,158,36,13,5,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/proton-m2520briz-m_image_20190224012317.jpeg,,Communications
Long March 3B/E | APStar-9,2015-10-16,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,89,61,160,5,4,11,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,
Atlas V 401 | NROL-55 (Multipayload mission),2015-10-08,United Launch Alliance,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,34.64,-120.5895,662,42,102,2,1,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_401_image_20211015133735.jpeg,,Government/Top Secret
Long March 2D | Jilin-1,2015-10-07,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,80,38,159,3,2,10,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25202d_image_20190222031211.jpeg,,Earth Science
Atlas V 421 | Mexsat-2 (Morelos III),2015-10-02,United Launch Alliance,Commercial,,"Cape Canaveral, FL, USA",Space Launch Complex 41,28.58341025,-80.58303644,733,74,101,14,6,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/atlas_v_421_image_20210519053741.jpeg,,
Soyuz-U | Progress M-29M (61P),2015-10-01,Russian Federal Space Agency (ROSCOSMOS),Government,,"Baikonur Cosmodrome, Republic of Kazakhstan",1/5,45.92,63.342,1456,468,249,12,6,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz2520u_image_20190222031023.jpeg,,
Ariane 5 ECA | Sky Muster I (NBN-Co 1A) & ARSAT-2,2015-09-30,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,252,82,237,9,5,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,,Communications
Long March 3B/E | BDS I2-S,2015-09-29,China Aerospace Science and Technology Corporation,Government,,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,88,28,158,4,1,9,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long2520march25203_image_20190224025008.jpeg,,
PSLV XL | Astrosat,2015-09-28,Indian Space Research Organization,Government,,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,49,30,46,4,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/pslv_image_20190224012254.jpeg,,
